onset	duration	color_type	report_type	timing_type	score_eval
35.522893	0	5	Report	Stim	9999
42.872293	0	5	Report	Eval	9999
45.022167	0	4	Report	Stim	3
52.346655	0	4	Report	Eval	3
55.521424	0	7	Report	Stim	1
62.845911	0	7	Report	Eval	1
65.020802	0	3	No_Report	Stim	9999
72.370211	0	3	No_Report	Eval	9999
75.020088	0	8	Report	Stim	-1
82.34455	0	8	Report	Eval	-1
85.519284	0	8	Report	Stim	4
92.843822	0	8	Report	Eval	4
95.518637	0	9	Report	Stim	3
102.843039	0	9	Report	Eval	3
105.52626	0	4	Report	Stim	-2
112.850738	0	4	Report	Eval	-2
115.025583	0	9	No_Report	Stim	9999
122.374993	0	9	No_Report	Eval	9999
125.025875	0	2	Report	Stim	2
132.350355	0	2	Report	Eval	2
135.525127	0	2	Report	Stim	4
142.849605	0	2	Report	Eval	4
145.02445	0	7	No_Report	Stim	9999
152.373928	0	7	No_Report	Eval	9999
155.023743	0	2	Report	Stim	-3
162.348175	0	2	Report	Eval	-3
165.522994	0	9	No_Report	Stim	9999
172.872478	0	9	No_Report	Eval	9999
175.022271	0	6	Report	Stim	-2
182.346743	0	6	Report	Eval	-2
185.521501	0	3	Report	Stim	1
192.846053	0	3	Report	Eval	1
195.520815	0	3	No_Report	Stim	9000
202.870345	0	3	No_Report	Eval	9000
205.520084	0	1	Report	Stim	-2
212.844636	0	1	Report	Eval	-2
215.019484	0	1	No_Report	Stim	9999
222.360631	0	1	No_Report	Eval	9999
225.518735	0	2	Report	Stim	3
232.844157	0	2	Report	Eval	3
235.519025	0	6	Report	Stim	-1
242.843431	0	6	Report	Eval	-1
245.018295	0	1	Report	Stim	-3
252.343832	0	1	Report	Eval	-3
255.02593	0	5	No_Report	Stim	9999
262.376455	0	5	No_Report	Eval	9999
265.526185	0	8	No_Report	Stim	9999
272.875706	0	8	No_Report	Eval	9999
275.525465	0	4	No_Report	Stim	9999
282.874934	0	4	No_Report	Eval	9999
285.524807	0	5	No_Report	Stim	9999
292.874287	0	5	No_Report	Eval	9999
295.024132	0	5	No_Report	Stim	9999
302.373614	0	5	No_Report	Eval	9999
305.523386	0	1	Report	Stim	-3
312.847867	0	1	Report	Eval	-3
315.022712	0	3	No_Report	Stim	9999
322.363855	0	3	No_Report	Eval	9999
325.022004	0	5	Report	Stim	3
332.355814	0	5	Report	Eval	3
335.522205	0	2	No_Report	Stim	9999
342.863329	0	2	No_Report	Eval	9999
345.021528	0	4	Report	Stim	1
352.34601	0	4	Report	Eval	1
355.020797	0	3	Report	Stim	3
362.345299	0	3	Report	Eval	3
365.520068	0	6	No_Report	Stim	9999
372.894605	0	6	No_Report	Eval	9999
375.019382	0	9	No_Report	Stim	9999
382.352204	0	9	No_Report	Eval	9999
385.518707	0	7	No_Report	Stim	9999
392.901443	0	7	No_Report	Eval	9999
395.018037	0	9	Report	Stim	-3
402.34244	0	9	Report	Eval	-3
405.525622	0	1	No_Report	Stim	9999
412.875101	0	1	No_Report	Eval	9999
415.024864	0	8	Report	Stim	3
422.349361	0	8	Report	Eval	3
425.024222	0	6	No_Report	Stim	9999
432.366386	0	6	No_Report	Eval	9999
435.024525	0	7	Report	Stim	3
442.349004	0	7	Report	Eval	3
445.523782	0	6	No_Report	Stim	9999
452.864929	0	6	No_Report	Eval	9999
455.023107	0	4	No_Report	Stim	9999
462.364255	0	4	No_Report	Eval	9999
465.522359	0	8	Report	Stim	-3
472.846843	0	8	Report	Eval	-3
475.521596	0	3	No_Report	Stim	9999
482.862795	0	3	No_Report	Eval	9999
485.520856	0	9	No_Report	Stim	9999
492.862087	0	9	No_Report	Eval	9999
495.520228	0	5	No_Report	Stim	9999
502.852994	0	5	No_Report	Eval	9999
505.019553	0	3	No_Report	Stim	9999
512.394034	0	3	No_Report	Eval	9999
515.518759	0	7	Report	Stim	-2
522.843293	0	7	Report	Eval	-2
525.018136	0	7	No_Report	Stim	9999
532.410223	0	7	No_Report	Eval	9999
535.526725	0	5	Report	Stim	1
542.85214	0	5	Report	Eval	1
545.52701	0	9	Report	Stim	-1
552.85142	0	9	Report	Eval	-1
555.026291	0	9	No_Report	Stim	9999
562.367488	0	9	No_Report	Eval	9999
565.025612	0	8	No_Report	Stim	9999
572.366724	0	8	No_Report	Eval	9999
575.024915	0	7	Report	Stim	2
582.34932	0	7	Report	Eval	2
585.524105	0	4	No_Report	Stim	9999
592.865254	0	4	No_Report	Eval	9999
595.523394	0	4	Report	Stim	4
602.847893	0	4	Report	Eval	4
605.022728	0	2	No_Report	Stim	9999
612.363932	0	2	No_Report	Eval	9999
615.522046	0	3	Report	Stim	2
622.846476	0	3	Report	Eval	2
625.021371	0	4	No_Report	Stim	9999
632.362511	0	4	No_Report	Eval	9999
635.021661	0	1	No_Report	Stim	9999
642.362804	0	1	No_Report	Eval	9999
645.020887	0	9	Report	Stim	3
652.345425	0	9	Report	Eval	3
655.020164	0	3	Report	Stim	-2
662.344633	0	3	Report	Eval	-2
665.519398	0	2	No_Report	Stim	9999
672.868904	0	2	No_Report	Eval	9999
675.518685	0	8	No_Report	Stim	9999
682.868158	0	8	No_Report	Eval	9999
685.018047	0	2	Report	Stim	-1
692.342588	0	2	Report	Eval	-1
695.525635	0	1	No_Report	Stim	9999
702.900108	0	1	No_Report	Eval	9999
705.02502	0	4	Report	Stim	-3
712.349501	0	4	Report	Eval	-3
715.024261	0	6	Report	Stim	1
722.348793	0	6	Report	Eval	1
725.023534	0	5	No_Report	Stim	9999
732.356351	0	5	No_Report	Eval	9999
735.523775	0	6	Report	Stim	2
742.848263	0	6	Report	Eval	2
745.023117	0	6	Report	Stim	4
752.355921	0	6	Report	Eval	4
755.02247	0	2	No_Report	Stim	9999
762.380284	0	2	No_Report	Eval	9999
765.030042	0	5	Report	Stim	-2
772.354493	0	5	Report	Eval	-2
775.521018	0	7	No_Report	Stim	9999
782.870492	0	7	No_Report	Eval	9999
785.02034	0	1	Report	Stim	-4
792.344821	0	1	Report	Eval	-4
795.019583	0	7	No_Report	Stim	9999
802.369026	0	7	No_Report	Eval	9999
805.018838	0	8	No_Report	Stim	9999
812.351733	0	8	No_Report	Eval	9999
815.026498	0	1	No_Report	Stim	9999
822.401016	0	1	No_Report	Eval	9999
825.026836	0	6	No_Report	Stim	9999
832.359642	0	6	No_Report	Eval	9999
835.017741	0	8	Report	Stim	9000
842.368215	0	8	Report	Eval	9000
