onset	duration	color_type	report_type	timing_type	score_eval
35.528658	0	5	Report	Stim	1
42.86151	0	5	Report	Eval	1
45.019733	0	4	Report	Stim	3
52.344219	0	4	Report	Eval	3
55.518924	0	7	Report	Stim	-1
62.843413	0	7	Report	Eval	-1
65.018265	0	3	No_Report	Stim	9999
72.401037	0	3	No_Report	Eval	9999
75.025928	0	8	Report	Stim	-2
82.350421	0	8	Report	Eval	-2
85.525195	0	8	Report	Stim	4
92.849679	0	8	Report	Eval	4
95.52443	0	9	Report	Stim	3
102.849972	0	9	Report	Eval	3
105.52473	0	4	Report	Stim	-1
112.849263	0	4	Report	Eval	-1
115.02407	0	9	No_Report	Stim	9999
122.365253	0	9	No_Report	Eval	9999
125.024322	0	2	Report	Stim	-1
132.348803	0	2	Report	Eval	-1
135.523573	0	2	Report	Stim	4
142.848137	0	2	Report	Eval	4
145.022905	0	7	No_Report	Stim	9999
152.3724	0	7	No_Report	Eval	9999
155.022278	0	2	Report	Stim	-4
162.346695	0	2	Report	Eval	-4
165.521532	0	9	No_Report	Stim	9999
172.871009	0	9	No_Report	Eval	9999
175.020856	0	6	Report	Stim	-3
182.345276	0	6	Report	Eval	-3
185.520116	0	3	Report	Stim	1
192.844504	0	3	Report	Eval	1
195.519349	0	3	No_Report	Stim	9999
202.869883	0	3	No_Report	Eval	9999
205.519694	0	1	Report	Stim	-2
212.844132	0	1	Report	Eval	-2
215.018952	0	1	No_Report	Stim	9999
222.35177	0	1	No_Report	Eval	9999
225.526616	0	2	Report	Stim	9999
232.884428	0	2	Report	Eval	9999
235.525904	0	6	Report	Stim	1
242.850387	0	6	Report	Eval	1
245.025147	0	1	Report	Stim	-2
252.349715	0	1	Report	Eval	-2
255.024525	0	5	No_Report	Stim	9999
262.374004	0	5	No_Report	Eval	9999
265.523776	0	8	No_Report	Stim	9999
272.873258	0	8	No_Report	Eval	9999
275.52307	0	4	No_Report	Stim	9999
282.872549	0	4	No_Report	Eval	9999
285.522363	0	5	No_Report	Stim	9999
292.87184	0	5	No_Report	Eval	9999
295.02169	0	5	No_Report	Stim	9999
302.371087	0	5	No_Report	Eval	9999
305.521928	0	1	Report	Stim	-4
312.84643	0	1	Report	Eval	-4
315.021271	0	3	No_Report	Stim	9999
322.404082	0	3	No_Report	Eval	9999
325.020488	0	5	Report	Stim	3
332.344992	0	5	Report	Eval	3
335.519818	0	2	No_Report	Stim	9999
342.852577	0	2	No_Report	Eval	9999
345.019147	0	4	Report	Stim	2
352.343627	0	4	Report	Eval	2
355.018439	0	3	Report	Stim	3
362.342842	0	3	Report	Eval	3
365.526024	0	6	No_Report	Stim	9999
372.883837	0	6	No_Report	Eval	9999
375.025352	0	9	No_Report	Stim	9999
382.374836	0	9	No_Report	Eval	9999
385.524612	0	7	No_Report	Stim	9999
392.875094	0	7	No_Report	Eval	9999
395.024937	0	9	Report	Stim	-1
402.34942	0	9	Report	Eval	-1
405.524191	0	1	No_Report	Stim	9999
412.858005	0	1	No_Report	Eval	9999
415.024522	0	8	Report	Stim	1
422.349	0	8	Report	Eval	1
425.023811	0	6	No_Report	Stim	9999
432.373233	0	6	No_Report	Eval	9999
435.023038	0	7	Report	Stim	3
442.347582	0	7	Report	Eval	3
445.522358	0	6	No_Report	Stim	9999
452.855102	0	6	No_Report	Eval	9999
455.021641	0	4	No_Report	Stim	9999
462.387829	0	4	No_Report	Eval	9999
465.520941	0	8	Report	Stim	-2
472.845364	0	8	Report	Eval	-2
475.528498	0	3	No_Report	Stim	9999
482.886326	0	3	No_Report	Eval	9999
485.519468	0	9	No_Report	Stim	9999
492.860676	0	9	No_Report	Eval	9999
495.51877	0	5	No_Report	Stim	9999
502.859872	0	5	No_Report	Eval	9999
505.018144	0	3	No_Report	Stim	9999
512.360289	0	3	No_Report	Eval	9999
515.518355	0	7	Report	Stim	-2
522.842844	0	7	Report	Eval	-2
525.025959	0	7	No_Report	Stim	9999
532.375539	0	7	No_Report	Eval	9999
535.525315	0	5	Report	Stim	1
542.849802	0	5	Report	Eval	1
545.524506	0	9	Report	Stim	-1
552.849093	0	9	Report	Eval	-1
555.02394	0	9	No_Report	Stim	9999
562.373356	0	9	No_Report	Eval	9999
565.023231	0	8	No_Report	Stim	9999
572.372711	0	8	No_Report	Eval	9999
575.022454	0	7	Report	Stim	2
582.346959	0	7	Report	Eval	2
585.521779	0	4	No_Report	Stim	9999
592.871257	0	4	No_Report	Eval	9999
595.521008	0	4	Report	Stim	4
602.84555	0	4	Report	Eval	4
605.020397	0	2	No_Report	Stim	9999
612.362542	0	2	No_Report	Eval	9999
615.520653	0	3	Report	Stim	3
622.84513	0	3	Report	Eval	3
625.02831	0	4	No_Report	Stim	9000
632.377792	0	4	No_Report	Eval	9000
635.019268	0	1	No_Report	Stim	9999
642.360413	0	1	No_Report	Eval	9999
645.018558	0	9	Report	Stim	3
652.342956	0	9	Report	Eval	3
655.027188	0	3	Report	Stim	-1
662.351666	0	3	Report	Eval	-1
665.518089	0	2	No_Report	Stim	9999
672.859201	0	2	No_Report	Eval	9999
675.525734	0	8	No_Report	Stim	9999
682.87521	0	8	No_Report	Eval	9999
685.025058	0	2	Report	Stim	1
692.349542	0	2	Report	Eval	1
695.524314	0	1	No_Report	Stim	9999
702.873716	0	1	No_Report	Eval	9999
705.023595	0	4	Report	Stim	-3
712.349063	0	4	Report	Eval	-3
715.023937	0	6	Report	Stim	2
722.348414	0	6	Report	Eval	2
725.023231	0	5	No_Report	Stim	9999
732.364315	0	5	No_Report	Eval	9999
735.522487	0	6	Report	Stim	3
742.855297	0	6	Report	Eval	3
745.021764	0	6	Report	Stim	4
752.346292	0	6	Report	Eval	4
755.029436	0	2	No_Report	Stim	9999
762.370503	0	2	No_Report	Eval	9999
765.020329	0	5	Report	Stim	2
772.344808	0	5	Report	Eval	2
775.527911	0	7	No_Report	Stim	9999
782.877464	0	7	No_Report	Eval	9999
785.018977	0	1	Report	Stim	-4
792.343382	0	1	Report	Eval	-4
795.01827	0	7	No_Report	Stim	9999
802.359365	0	7	No_Report	Eval	9999
805.02585	0	8	No_Report	Stim	9999
812.376371	0	8	No_Report	Eval	9999
815.026181	0	1	No_Report	Stim	9999
822.375664	0	1	No_Report	Eval	9999
825.025476	0	6	No_Report	Stim	9999
832.358228	0	6	No_Report	Eval	9999
835.024766	0	8	Report	Stim	3
842.349251	0	8	Report	Eval	3
