onset	duration	color_type	report_type	timing_type	score_eval
35.521469	0	6	Report	Stim	3
42.845948	0	6	Report	Eval	3
45.529042	0	7	No_Report	Stim	9999
52.870239	0	7	No_Report	Eval	9999
55.020082	0	3	Report	Stim	9000
62.369562	0	3	Report	Eval	9000
65.520334	0	9	No_Report	Stim	9999
72.869816	0	9	No_Report	Eval	9999
75.519555	0	1	No_Report	Stim	9999
82.885698	0	1	No_Report	Eval	9999
85.01895	0	8	No_Report	Stim	9999
92.35276	0	8	No_Report	Eval	9999
95.01924	0	2	No_Report	Stim	9999
102.360279	0	2	No_Report	Eval	9999
105.026755	0	9	No_Report	Stim	9000
112.37634	0	9	No_Report	Eval	9000
115.02615	0	7	No_Report	Stim	9999
122.375625	0	7	No_Report	Eval	9999
125.025372	0	4	No_Report	Stim	9999
132.374911	0	4	No_Report	Eval	9999
135.524588	0	4	No_Report	Stim	9999
142.874157	0	4	No_Report	Eval	9999
145.023949	0	1	Report	Stim	-2
152.348492	0	1	Report	Eval	-2
155.523197	0	7	No_Report	Stim	9999
162.872743	0	7	No_Report	Eval	9999
165.522557	0	1	Report	Stim	-4
172.848033	0	1	Report	Eval	-4
175.022879	0	9	Report	Stim	3
182.347304	0	9	Report	Eval	3
185.022166	0	6	No_Report	Stim	9999
192.354982	0	6	No_Report	Eval	9999
195.021453	0	5	Report	Stim	1
202.345937	0	5	Report	Eval	1
205.520645	0	8	No_Report	Stim	9999
212.878516	0	8	No_Report	Eval	9999
215.020032	0	8	No_Report	Stim	9999
222.35278	0	8	No_Report	Eval	9999
225.01926	0	6	Report	Stim	1
232.343799	0	6	Report	Eval	1
235.018563	0	1	No_Report	Stim	9999
242.359752	0	1	No_Report	Eval	9999
245.517864	0	5	Report	Stim	-1
252.842281	0	5	Report	Eval	-1
255.52542	0	2	Report	Stim	-2
262.849963	0	2	Report	Eval	-2
265.524774	0	3	No_Report	Stim	9999
272.875168	0	3	No_Report	Eval	9999
275.525064	0	3	Report	Stim	4
282.849542	0	3	Report	Eval	4
285.524351	0	1	No_Report	Stim	9999
292.873828	0	1	No_Report	Eval	9999
295.523565	0	6	Report	Stim	-3
302.848034	0	6	Report	Eval	-3
305.522864	0	4	Report	Stim	2
312.847405	0	4	Report	Eval	2
315.522171	0	8	Report	Stim	-3
322.846609	0	8	Report	Eval	-3
325.021536	0	4	No_Report	Stim	9999
332.362681	0	4	No_Report	Eval	9999
335.520795	0	9	No_Report	Stim	9000
342.861933	0	9	No_Report	Eval	9000
345.520013	0	5	No_Report	Stim	9999
352.852844	0	5	No_Report	Eval	9999
355.019362	0	3	No_Report	Stim	9999
362.393826	0	3	No_Report	Eval	9999
365.018692	0	7	No_Report	Stim	9999
372.352441	0	7	No_Report	Eval	9999
375.018925	0	7	Report	Stim	4
382.343461	0	7	Report	Eval	4
385.526507	0	9	Report	Stim	-3
392.850997	0	9	Report	Eval	-3
395.026889	0	4	Report	Stim	-3
402.351373	0	4	Report	Eval	-3
405.026118	0	3	Report	Stim	4
412.350606	0	3	Report	Eval	4
415.025423	0	2	Report	Stim	-2
422.349886	0	2	Report	Eval	-2
425.524645	0	7	Report	Stim	-2
432.849202	0	7	Report	Eval	-2
435.523947	0	2	No_Report	Stim	9999
442.865157	0	2	No_Report	Eval	9999
445.023333	0	1	Report	Stim	3
452.347742	0	1	Report	Eval	3
455.522572	0	4	No_Report	Stim	9999
462.86373	0	4	No_Report	Eval	9999
465.021916	0	2	No_Report	Stim	9999
472.363059	0	2	No_Report	Eval	9999
475.522163	0	2	No_Report	Stim	9999
482.863296	0	2	No_Report	Eval	9999
485.021489	0	5	No_Report	Stim	9999
492.362631	0	5	No_Report	Eval	9999
495.520677	0	4	Report	Stim	2
502.845172	0	4	Report	Eval	2
505.020021	0	7	Report	Stim	3
512.344542	0	7	Report	Eval	3
515.019296	0	6	Report	Stim	3
522.343777	0	6	Report	Eval	3
525.518552	0	8	No_Report	Stim	9999
532.859755	0	8	No_Report	Eval	9999
535.017871	0	9	No_Report	Stim	9999
542.367317	0	9	No_Report	Eval	9999
545.525516	0	2	Report	Stim	2
552.849924	0	2	Report	Eval	2
555.024767	0	8	Report	Stim	1
562.349322	0	8	Report	Eval	1
565.524092	0	7	Report	Stim	1
572.848575	0	7	Report	Eval	1
575.524381	0	5	No_Report	Stim	9999
582.865526	0	5	No_Report	Eval	9999
585.02363	0	5	Report	Stim	4
592.348185	0	5	Report	Eval	4
595.022994	0	9	Report	Stim	-3
602.347479	0	9	Report	Eval	-3
605.522247	0	8	Report	Stim	3
612.846732	0	8	Report	Eval	3
615.52152	0	3	No_Report	Stim	9999
622.862684	0	3	No_Report	Eval	9999
625.020866	0	4	No_Report	Stim	9999
632.362007	0	4	No_Report	Eval	9999
635.520117	0	6	No_Report	Stim	9999
642.877929	0	6	No_Report	Eval	9999
645.019442	0	2	Report	Stim	-1
652.343921	0	2	Report	Eval	-1
655.018651	0	6	No_Report	Stim	9999
662.368109	0	6	No_Report	Eval	9999
665.526267	0	6	No_Report	Stim	9999
672.867461	0	6	No_Report	Eval	9999
675.525602	0	9	Report	Stim	-2
682.851079	0	9	Report	Eval	-2
685.02593	0	9	Report	Stim	4
692.350409	0	9	Report	Eval	4
695.525181	0	3	Report	Stim	-3
702.849596	0	3	Report	Eval	-3
705.524468	0	5	Report	Stim	3
712.849871	0	5	Report	Eval	3
715.024794	0	7	Report	Stim	2
722.349223	0	7	Report	Eval	2
725.024013	0	8	No_Report	Stim	9999
732.365228	0	8	No_Report	Eval	9999
735.023306	0	5	Report	Stim	9000
742.364513	0	5	Report	Eval	9000
745.022598	0	1	No_Report	Stim	9999
752.363802	0	1	No_Report	Eval	9999
755.021893	0	3	Report	Stim	-2
762.346424	0	3	Report	Eval	-2
765.021175	0	8	Report	Stim	-4
772.345662	0	8	Report	Eval	-4
775.52049	0	1	Report	Stim	1
782.845965	0	1	Report	Eval	1
785.020812	0	1	Report	Stim	4
792.353571	0	1	Report	Eval	4
795.020053	0	2	No_Report	Stim	9999
802.386244	0	2	No_Report	Eval	9999
805.019387	0	4	Report	Stim	-1
812.343867	0	4	Report	Eval	-1
815.018681	0	5	No_Report	Stim	9999
822.368155	0	5	No_Report	Eval	9999
825.02624	0	6	No_Report	Stim	9999
832.367435	0	6	No_Report	Eval	9999
835.025588	0	3	No_Report	Stim	9999
842.366734	0	3	No_Report	Eval	9999
