onset	duration	color_type	report_type	timing_type	score_eval
35.531343	0	6	Report	Stim	2
42.855685	0	6	Report	Eval	2
45.522251	0	7	No_Report	Stim	9999
52.87169	0	7	No_Report	Eval	9999
55.021524	0	3	Report	Stim	1
62.346966	0	3	Report	Eval	1
65.521721	0	9	No_Report	Stim	9999
72.871162	0	9	No_Report	Eval	9999
75.520913	0	1	No_Report	Stim	9999
82.870401	0	1	No_Report	Eval	9999
85.020182	0	8	No_Report	Stim	9999
92.369675	0	8	No_Report	Eval	9999
95.019471	0	2	No_Report	Stim	9999
102.368862	0	2	No_Report	Eval	9999
105.018708	0	9	No_Report	Stim	9999
112.368151	0	9	No_Report	Eval	9999
115.01788	0	7	No_Report	Stim	9999
122.367326	0	7	No_Report	Eval	9999
125.025448	0	4	No_Report	Stim	9999
132.367623	0	4	No_Report	Eval	9999
135.525673	0	4	No_Report	Stim	9999
142.866823	0	4	No_Report	Eval	9999
145.024908	0	1	Report	Stim	-3
152.349437	0	1	Report	Eval	-3
155.524196	0	7	No_Report	Stim	9999
162.873505	0	7	No_Report	Eval	9999
165.531761	0	1	Report	Stim	-4
172.856201	0	1	Report	Eval	-4
175.022704	0	9	Report	Stim	3
182.347081	0	9	Report	Eval	3
185.021878	0	6	No_Report	Stim	9999
192.371379	0	6	No_Report	Eval	9999
195.022178	0	5	Report	Stim	2
202.346623	0	5	Report	Eval	2
205.521377	0	8	No_Report	Stim	9999
212.870823	0	8	No_Report	Eval	9999
215.020655	0	8	No_Report	Stim	9999
222.371095	0	8	No_Report	Eval	9999
225.020814	0	6	Report	Stim	3
232.345337	0	6	Report	Eval	3
235.020131	0	1	No_Report	Stim	9999
242.369516	0	1	No_Report	Eval	9999
245.519329	0	5	Report	Stim	-3
252.843769	0	5	Report	Eval	-3
255.51857	0	2	Report	Stim	-2
262.844013	0	2	Report	Eval	-2
265.518802	0	3	No_Report	Stim	9999
272.851576	0	3	No_Report	Eval	9999
275.526377	0	3	Report	Stim	4
282.850815	0	3	Report	Eval	4
285.525603	0	1	No_Report	Stim	9999
292.874883	0	1	No_Report	Eval	9999
295.524771	0	6	Report	Stim	-4
302.84929	0	6	Report	Eval	-4
305.523986	0	4	Report	Stim	2
312.848531	0	4	Report	Eval	2
315.523323	0	8	Report	Stim	-1
322.847763	0	8	Report	Eval	-1
325.022597	0	4	No_Report	Stim	9999
332.37304	0	4	No_Report	Eval	9999
335.522799	0	9	No_Report	Stim	9999
342.872177	0	9	No_Report	Eval	9999
345.521965	0	5	No_Report	Stim	9999
352.871475	0	5	No_Report	Eval	9999
355.021208	0	3	No_Report	Stim	9999
362.370749	0	3	No_Report	Eval	9999
365.020473	0	7	No_Report	Stim	9999
372.369986	0	7	No_Report	Eval	9999
375.019786	0	7	Report	Stim	4
382.344231	0	7	Report	Eval	4
385.518885	0	9	Report	Stim	-3
392.84343	0	9	Report	Eval	-3
395.018259	0	4	Report	Stim	-2
402.343707	0	4	Report	Eval	-2
405.018433	0	3	Report	Stim	3
412.342862	0	3	Report	Eval	3
415.026073	0	2	Report	Stim	-1
422.350423	0	2	Report	Eval	-1
425.525266	0	7	Report	Stim	-3
432.849637	0	7	Report	Eval	-3
